name,house_number,road,postcode,locality,region,country,country_code
JW Marriott Parq Vancouver,39,Smithe Street,V6B 1C1,Βανκούβερ,British Columbia,Καναδάς,
,2783,N Shiloh Dr,72704,Fayetteville,,,
Wendy's,3305,W College Dr,82007,Cheyenne,WY,US,us
,14,Werner-Von-Siemens-Ring,85630,Grasbrunn,,,
Bowlero North Scottsdale,7000,East Mayo Boulevard,85054,Phoenix,AZ,,
,67,Woodstock Rd,OX2 6HJ,Oxford,,United Kingdom,
ЦЕХ,10Л,Ул. Подгорная,,Gomel,,,
,580,Fort Road,98948,Toppenish,WA,US,us
Baymont by Wyndham Washington,7,Cumberland Drive,47501,Washington,IN,United States,
,112,New York,11776,Port Jefferson Station,New York,,
Le Robinet d'Or,17,Rue Robert Blache,75010,Paris,,Fransa,
,289,Carrer De Còrsega,08008,Barcelona,,España,
NH Dresden Neustadt,43,Hansastr.,01097,Dresden,Saxony,Germany,
,2300,Colony Drive,02169,Quincy,MA,,
,1,Dr.-Kurt-Schumacher-Str.,90402,Nürnberg (Nuremberg),Bavaria,Đức,
Hilton Garden Inn Las Colinas,7516,Las Colinas Boulevard,75063,irving,TX,US,us
Lindenhof GmbH,28,Weinmeisterstraße,4582,Spital am Pyhrn,Oberösterreich,Österreich,
,7A,Marconistraat,7903 AG,Hoogeveen,,,
AFAS Live,590,Arena Boulevard,1101 DS,Amsterdam,,Netherlands,
,3799,Las Vegas Blvd South,89109,Las Vegas,NV,United States of America,
McLean Community Center,1234,Ingleside Ave,22101,McLean,VA,,
Violet Valley Bookstore,303,North Main Street,38965,Water Valley,MS,US,us
CarMax,4300,Mchenry Avenue,95356,Modesto,CA,,
Olivers Town Estate Agents,189,Kentish Town Road,NW5 2JU,London,Greater London,GB,gb
,200,Henry Clay Avenue,70118,New Orleans,LA,,
,26,Zeppelinstr.,78244,Gottmadingen,,,
,2B,Krasnoglinska,,Bobrowniki,,,
Redding Civic Auditorium,700,Auditorium Dr,96001,Redding,CA,US,us
,9810,103A Avenue Nw,T5J 0G2,Edmonton,Alberta,Canada,
Blumenhaus Klotzsche,1,An Der Kohlenstraße,09599,"Freiberg, Sachsen",,Deutschland,
Zanhotel Tre Vecchi,47,Via Indipendenza,40121,Bologna,Bologna,Italien,
Daily's Croissanterie,21,Lange Kerkstraat,4461JG,Goes,,,
,48,Sonderburgstr.,40545,Düsseldorf,Renania del Norte-Westfalia,Alemania,
Kreisverband Bochum e.V.,8,An Der Holtbrügge,44795,Bochum,,,
Domaine de la Corniche,5,Route De La Corniche,78270,Rolleboise,,France,
,4205,East Fm 4,76031,Cleburne,TX,,
Safe Harbor Estate Law,3240,Rice Street,55126,St. Paul,MN,,
Hotel-Gasthaus-alte-Schmiede,12,Hauptstr.,38312,Heiningen,,,
,12,Staines Road,TW2 5AH,Twickenham,London,,
Mount Royal Hotel,138,Banff Avenue,T1L 1A7,Banff,Alberta,Canada,
Hin & Hair by Michelle Bähr,3,Bahnhofstraße,69221,Dossenheim,Baden-Württemberg,Deutschland,
,33,Raggio Dello Scirocco,33054,Lignano Pineta,,,
Georgetown Infiniti,6901,S Interstate 35,78626,Georgetown,TX,,
Brothers Lock & Safe,607,Wall St,R3G 2T5,Winnipeg,MB,CA,ca
,3,Brusselsesteenweg,3020,Herent,,BE,be
Caesars Superdome,1500,Sugar Bowl Drive,70112,New Orleans,LA,US,us
Nordic Valley Ski Resort,3567,Nordic Valley Way,84310,Eden,UT,United States,
River of Life Church,4855,Forest Grove Drive,52722,Bettendorf,IA,United States,
Later Alligator,2145,Market St,26003,"Wheeling, WV",WV,US,us
Hotel Aparthaus Select Messe,55,Kronsbergstr.,30880,Laatzen,,,
Pizzeria Di Napoli,191,Troonstraat,1050,Elsene,Brussels Hoofdstedelijk Gewest,BE,be
"Federal Reserve Bank of Richmond, Baltimore Branch",502,South Sharp Street,21201,Baltimore,MD,United States,
Kölnotel Hostel,350,Venloer Str.,50823,Köln,Nordrhein-Westfalen,Deutschland,
,3141,Thatcher Ave,60171,River Grove,Illinois,United States,
,2002,Veterans Blvd.,31021,Dublin,GA,,
Piscataqua Animal Hospital & Pet Supply,103,State Road,03904,Kittery,ME,US,us
,9819,Horn Rd.,95827,Sacramento,CA,,
,154,Putney High Street,SW15 1RS,Putney,London,,
Hotel Imperial,4,Calle Del Rellano De San Antonio,46400,Cullera,,,
,41,Bahnhofstraße,32105,Bad Salzuflen,Nordrhein-Westfalen,Deutschland,
,5333,Prairie Stone Parkway,60192,Hoffman Estates,IL,,
,123,E. Main St.,95030,Los Gatos,CA,,
Hampton Inn Las Vegas/North Speedway,2852,East Craig Road,,North Las Vegas,,US,us
,1051,Greene Street,29201,Columbia,SC,United States of America,
Queensland Museum Tropics,70-102,Flinders Street,4810,Townsville,Queensland,Australia,
Proctors Theatre,432,State St.,12305,Schenectady,NY,US,us
,500,Ar-44,72333,Elaine,AR,USA,
Ristorante Tonio,161,Piazza Mercatale,,Prato,PO,,
,602,University Ave,53715,Madison,WI,UNITED STATES,
Grace Episcopal Church,1100,Washington Street,,Bath,,,
NH Mannheim,146,Seckenheimer Strasse,68165,Mannheim,Baden-Württemberg,Duitsland,
Hilton Vacation Club Scottsdale Villa Mirage,7887,East Princess Boulevard,85255,Scottsdale,Arizona,Stati Uniti,
Gästehaus zum Lamm Garni,56,Dorfstraße,89143,Blaubeuren,,Deutschland,
Identity Brewing Co.,108,S. Union St.,49684,Traverse City,MI,United States,
Landmark Center – (F.K. Weyerhaeuser Auditorium),75,W 5Th St,55102,St Paul,,United States,
‪Sporthotel & Resort Grafenwald Daun Vulkaneifel‬,1,Im Grafenwald,54550,‪Daun‬,راينلاند بالاتينات,ألمانيا,
,924,S Kerr Blvd,74955,Sallisaw,OK,,
Clinica Veterinaria Il Poggetto,2,Via Celso,,Firenze,Toscana,Italy,
Burdette Hardware,124,N Main Street,29644,Fountain Inn,SC,,
St. Charles Community College,4601,Mid Rivers Mall Drive,63376,Cottleville,MO,United States,
Holiday Inn New York City Wall Street an IHG Hotel,51,Nassau St.,10038,New York,NY,,
Labyrinth Books,122,Nassau Street,08542,Princeton,NJ,United States,
Warehouse On Watts,923,North Watts Street,19123,Philadelphia,PA,United States,
"Van Cleef Engineering Associates, LLC",501,N Main St,18901,Doylestown,PA,,
Dunkin',101,Hospitality Place,37663,Kingsport,TN,US,us
Casino Arizona,524,N 92Nd St,85256,Scottsdale,AZ,,
Hilton Garden Inn Rome Airport,2,Via Vittorio Bragadin,00054,Fiumicino,Rome,Italie,
Suntrust Bank,405,Manning Rd E,20607,Accokeek,MD,,
Dunkin' Donuts,7,Exeter Rd,,Epping,NH,,
PJ'S 25 Hour Towing,1425,Rensen St,,Lansing,MI,,
"HOTA, Home of The Arts",135,Bundall Rd,4217,Surfers Paradise,Queensland,Australia,
Fish with you Chinese sauerkraut fish,#1233,Burnaby,V5H 2A9,Burnaby,BC,CA,ca
,230,Hoe Street,E17 3AY,Walthamstow,Greater London,UK,uk
DoubleTree by Hilton New Orleans Airport,2150,Veterans Memorial Boulevard,70062,Kenner,Louisiana,United States,
Own A Car,5788,N Blackstone Ave,93710,Fresno,CA,,
The Comedy Clubhouse,1462,N. Ashland,60622,Chicago,IL,United States,
Regionalplatzl,19/2,Hauptstraße,3372,Blindenmarkt,,Österreich,
,223,Porta-Claudia-Strasse,6108,Scharnitz,,AT,at
Hamptons at East Cobb,1523,Roswell Road,30062,Marietta,GA,USA,
,1,Bottchenbachstraße,,Sangerhausen,,,
Providence,707,Providence Way,47129,Clarksville,IN,US,us
,1200,West Ave,33139,Miami Beach,FL,,
Regions Bank,891,Hillcrest Road,36695,Mobile,AL,,
,801,W Bender Blvd,88240,Hobbs,NM,,
Northside High School,19230,Northside Pkwy,35475,Northport,AL,US,us
Larimer Lounge,2721,Larimer St,80205,Denver,CO,United States,
Morton Grove Village Administration,6101,Capulina Ave,60053,Morton Grove,IL,,
Little River Healthcare,1700,Brazos Ave,76567,Rockdale,TX,,
Longy School of Music,27,Garden St,,Cambridge,,,
,1013,Main Street,02893,"West Warwick,",RI,,
,314,Mulgrave Road,4870,Cairns,Queensland,Australien,
The Museum of Natural and Cultural History,1680,E. 15Th Ave.,97403,Eugene,OR,United States,
,1219,N 8Th St,54880,Superior,Wisconsin,,
Brooksville Country Club,23446,Links Dr,34601,Brooksville,FL,,
,87,Sint-Jacobsnieuwstraat,9000,Ghent,East Flanders,Bỉ,
Landhotel Tannenhof,27,Auf Der List,94518,Spiegelau,Bavaria,Germany,
Hotel Barcelona Center,103-105,,08008,Barcelona,,España,
HYPERION Hotel Salzburg,4,Rainerstrasse,5020,Salzburg,Salzburg,Österreich,
Bären-Apotheke Bestenheid,3,Leonhard-Karl-Str.,97877,Wertheim - Bestenheid,,Deutschland,
Thermal Hotel Harkány,1,Járó József U.,7815,Harkány,,,
Monsoons,46,Mitchell Street,0800,Darwin,NT,,
Bauernladen Lörrach Obst- und Gemüsehof Schopferer (ehem. Gretherhof Roser),10,Alte Rheinfelderstrasse,79539,Lörrach,,,
Herts Plaice,117,High Street,,Hoddesdon,Hertfordshire,gb,gb
Bernheim Hall at the Ben May Main Branch of Mobile Public Library,701,Government St,36602,Mobile,Alabama,,
H10 Montcada Boutique Hotel,24,Via Laietana,08003,Barcelona,,Spain,
,7,The Hyde,BN2 4JE,Brighton,England,United Kingdom,
Des Moines Gospal Chapel,21914,7Th Ave. S.,98198,Des Moines,,United States,
,13,Rue Du Moulin,03370,Saint-Désiré,,,
European Repairs,32,Rawson St,12206,Albany,NY,US,us
Nothing Bundt Cakes,,,63010,Arnold,Missouri,,
,21,Nagy Ignac Utca,,Budapest,Budapest,Hungría,
,4916,Plank Road,22959,North Garden,VA,UNITED STATES,
WOG,57-А,Ул. Василия Стуса,,Львов,,,
,7500,Memorial Parkway Sw,35802,huntsville,alabama,,
Arcana: Books on the Arts,8675,Washington Blvd.,90232,Culver City,CA,,
"Braton, Kelly - Counseling Associates Inc",110,Skyline Dr,72801,Russellville,AR,US,us
Zarząd Główny Z.N.P. Ośrodek Wypoczynkowy Świteź,34,1 Maja,58-580,Szklarska Poręba,,Polska,
Lyndon House Arts Center,211,Hoyt St.,30601,Athens,GA,United States,
Bikemenorca,44,Av.Francesc Femenias,,Mahón ,,ES,es
Bedford Court,3701,International Drive,20906,Silver Spring,MD,,
,411,West Bay Street,31401,Savannah,Georgia,Estados Unidos,
Pine Crest School,2700,St Andrews Blvd,33434,Boca Raton,Florida,United States,
Bilotta Kitchen & Home,564,Mamaroneck Avenue,10543,Mamaroneck,NY,US,us
,8656,Colesville Road,20910,Silver Spring,MD,,
Autohaus Bleuel GmbH,1,Visteonstr.,50170,Kerpen,,Germany,
Dom zdravlja Jagodina,4,Karađorđeva,,Jagodina,,Serbia,
,1,Am Safaripark,29693,Hodenhagen,,,
Barrák,595/1,Fügnerova,,Ostrava,,,
Bakker Nijboer Bouwmaterialen,25,Steenhouwer,9502EV,Stadskanaal,,Nederland,
,1,Bay St Broadway,,Broadway,,,
Zum Erbgericht,8,Am Markt,01833,Stolpen,Sachsen,Deutschland,
Independent Financial Golden,16800,W. Colfax Ave.,80401,Golden,CO,US,us
Instituto Nacional de Seguridad y Salud en el Trabajo (INSST),73,C/ Torrelaguna,28027,Madrid,Madrid,ES,es
,22,Winklerstr.,09113,Chemnitz,Chemnitz,DE,de
,95,Via Bure Vecchia Nord,51100,Pistoia,,IT,it
St. George Lycabettus Hotel,2,Kleomenous,106 75,Athens,,GR,gr
Premiere Classe Rungis - Orly,18,Rue Du Pont Des Halles,91450,Rungis,Val-de-Marne,France,
St. Stephens-in-the-Field Episcopal Church,7269,Santa Teresa Blvd,95139,San Jose,,United States,
,103,Boulevard Des Etats,03200,Vichy,,FRANCE,
,110,E. 2Nd St,74103,Tulsa,OK,United States of America,
CVS Pharmacy,3130,Queens Chapel Road,20782,Hyattsville,MD,,
East Belmont Church of God,320,Catawba St,28012,Belmont,,United States,
Sparkasse Kulmbach-Kronach Geschäftsstelle Stockheim,6A,Kronacher Str.,96342,Stockheim,,,
"Sonnen-Apotheke Kurt Walbe, Inh. Britta Lensing e. K.",79,Hömerichstr.,51643,Gummersbach,,Deutschland,
"Zeugheersaal - Hotel Schweizerhof, Zeugheersaal",3,Schweizerhofquai,6002,Luzern,,CH,ch
Holiday Inn Seattle Downtown - Lake Union,211,Dexter Avenue North,98109,Seattle,Washington,Yhdysvallat,
,3640,Pine Ridge Road,34109,Naples,FL,United States,
Mast General Store Asheville,15,Biltmore Ave,28801,Asheville,NC,US,us
KIJÓW.CENTRUM (dawne kino Kijów),34,Al. Krasińskiego,30-101,Kraków,,Polska,
,909,Fulton St. Se,55455,Minneapolis,Minnesota,United States,
Houston Lake Country Club,100,Champions Way,31069,Perry,GA,US,us
Super 8 By Wyndham Mcdonough Ga,1171,Hampton Road,30253,McDonough,Georgia,Estados Unidos,
,2330,E Moreland Blvd.,53186,Waukesha,Wisconsin,US,us
,4,Władysława Jagiełły,32-600,Oświęcim,małopolskie,,
Hotel Marais Grands Boulevards,112,Boulevard De Sebastopol,75003,París,,Francia,
,63,Żywiecka,43-300,Bielsko-Biała,,Polska,
,215,Rio Vermelho,41940360,SALVADOR,,BR,br
,5,Rue Violette,84000,Avignon,,FRANCE,
,3855,Ambrosia St,80109,Castle Rock,Colorado,,
GC Den Egger,74,August Nihoulstraat,3270,Scherpenheuvel-Zichem,,België,
Spilimbergo – Scuola Mosaicisti del Friuli,6,Via Corridoni,33097,Spilimbergo,Pordenone,Italia,
Investment Realty INC,1703,N Bishop Avenue,65401,Rolla,MO,,
The Devil's Triangle,2027,Westlake Ave,98121,Seattle,WA,,
,11,Kisdorfer Weg,24568,Kaltenkirchen,Schleswig-Holstein,Germany,
,81,Vorhelmer Straße,59269,Beckum,,DE,de
,,,90342,Umeå,,,
,4,Grootzand,8601 AW,Sneek,,Netherlands,
,11,Vía Emilio Ortuño,03501,Benidorm,Alicante,ES,es
Ostello Olimpico Vicenza,7,Viale Antonio Giuriolo,,Vicenza,Vicenza,Italia,
,70,Boston Turnpike,01545,Shrewsbury,MA,,
Vieux-Couvent de Saint-Prime,614,Rue Principale,G8J 1T4,Saint-Prime,QC,,
SpringHill Suites by Marriott Atlanta Alpharetta,12730,Deerfield Parkway,30004,Alpharetta,Georgia,United States,
Sailfish Club,1338,N Lake Way,33480,Palm Beach,FL,United States,
,1,Rue Saint-Pierre,60410,Verberie,Nord-Pas-de-Calais Picardie,FR,fr
Carver Middle School,3325,W. Battlefield Road,65807,Springfield,MO,,
,4529,West Ocotillo Road,85301,Glendale,AZ,US,us
Church of the Transfiguration,4325,Jarvis Avenue,95118,San Jose,CA,United States,
,1420,S. Figueroa St,90015,Los Angeles,CA,,
Omni San Francisco Hotel,500,California Street,,San Francisco,CA,,
,45,Calle Arabial,18004,Granada,Andalucía,ES,es
,2151,Peachford Road,30338,Atlanta,GA,,
Hyatt Place Chicago/River North,66,West Illinois Street,60654,Chicago,Ilinóis,Estados Unidos,
,460,Doyle Ave,V1Y 2A2,Kelowna,BC,CANADA,
Motel 6 Valdosta University,2003,West Hill Avenue,31601,Valdosta,Georgia,United States,
Nob Hill Motor Inn,1630,Pacific Avenue,94109,San Francisco,Kaliforniya,ABD,
,1,Postpl.,93142,Maxhütte-Haidhof,Bayern,Germany,
,40,Westminster Street,02903,providence,rhode island,,
Salisbury Zoo,755,S Park Dr,21804,Salisbury,MD,US,us
,245,Hennepin Ave.,55401,Minneapolis,MN,,
,569,Amherst St,03063,Nashua,NH,US,us
Holiday Inn & Suites Beckley,114,Dry Hill Road,25801,Beckley,West Virginia,United States,
,1055,Via Tuscolana,00173,Rome,,Italy,
,12,Keldersstrasse,42697,Solingen,,DE,de
Market Station,240,W 2Nd Street,64105,Kansas City,MO,,
Staples Ancaster Store 59,1015,Golf Links Road,,Hamilton,ON,CA,ca
North Point Blvd - M&T Bank,5236,N Point Blvd,21219,Sparrows Point,MD,,
,191,Collins Street,3000,Melbourne,,,
City Taxi,36 A,Koblenzer Straße,53498,Bad Breisig,,,
,7,Affinger Str.,86167,Augsburg,,DE,de
Sonic Drive-In,602,Market St North,24630,Tazewell,VA,US,us
The Pickwick Hotel,85,5Th Street,94103,San Francisco,Kalifornia,Yhdysvallat,
Public Storage - Merriam - 7100 W Frontage Road,7100,W Frontage Road,66203,Merriam,KS,,
Hotel Don Paco,53,Salitre,29002,Málaga,Andalucía,España,
,12-14,,4761 JK,Zevenbergen,North Brabant,Netherlands,
,520,Southwest Broadway,97205,Portland,Oregón,Estados Unidos,
,38,Rue Du Midi,58000,Nevers,Bourgogne,France,
,17,Hauptstr.,35614,Aßlar,Aßlar,DE,de
De Swarte Ruijter,7,Holterbergweg,,Holten,,Niederlande,
Ace Hotel Seattle,2423,1St Avenue,98121,Seattle,Washington,Mỹ,
,11,Calle Pez Volador,28007,馬德里,,西班牙,
Kaiser Permanente Addiction Medicine and Recovery Servs,380,West Macarthur Boulevard,94609,Oakland,CA,,
Park Mazda,983,Fir Street,T8A 4N5,Sherwood Park,AB,CANADA,
Żabka,56,Fryderyka Chopina,96-503,Sochaczew,Mazowieckie,pl,pl
,706,East 300 South,84102,Salt Lake City,Utah,USA,
,102,Hüttenstraße,40215,40215 Düsseldorf,,,
,24,Rue Malaveille,82200,Moissac,,France,
,1,Place Du Beffroi,,Millau,,France,
,3200,Calumet Avenue,46383,Valparaiso,Indiana,,
,,,94589,Vallejo,CA,,
,92,Huttenstraße,06110,Halle,,DE,de
,2325,Cerrillos Rd,87505,Santa Fe,NM,,
Taverna Kirschbaum „Kerasia“,105,Unterfürberger Str.,,Fürth,,,
Hyatt Regency Düsseldorf,19,Speditionstr.,40221,Düsseldorf,North Rhine-Westphalia,Đức,
Independence Chamber of Commerce,210,W. Truman Rd.,64050,Independence,MO,United States,
Courtyard Fort Lauderdale Beach,440,Seabreeze Boulevard,33316,Fort Lauderdale,Florida,EE. UU.,
,8,Valley Street,03103,Manchester,New Hampshire,,
Институт традиционной восточной медицины,18,Филипповский Пер.,,Москва,,,
Hotel Palazzo Grillo,4,Piazza Delle Vigne,16123,Genoa,Genoa,Italy,
Bodega Cava de Cano,2488,San Martín,,Luján de Cuyo,,,
Hilton Miami Airport Blue Lagoon,5101,Blue Lagoon Drive,33126,Miami,FL,United States,
,801,Shipyard Drive,19801,Wilmington,DE,US,us
,4330,West Irving Park Road,60641,Chicago,Illinois,,
,33,Boulevard Carnot,49100,Angers,Maine-et-Loire,France,
St.Thomas of Aquinas Church,2725,Elm St,94558,Napa,CA,United States,
The Buddy Holly Hall of Performing Arts and Sciences,1300,Mac Davis Ln,79401,Lubbock,TX,United States,
The Alpina Gstaad,23,Alpinastrasse,3780,Gstaad,Bern,Suíça,
,136,Emeryville Drive,16066,Cranberry Twp.,PA,,
Greer,111,Trade Street,29651,Greer,SC,US,us
The Fox and Vivian Leamington Spa,32,Clarendon Avenue,CV32 4RZ,Royal Leamington Spa,,GB,gb
Rathaus Eppingen,1,Marktplatz,75031,Eppingen,,,
Impact Academy of Arts and Technology,2560,Darwin Street,94545,Hayward,CA,,
,1,Deforest Ave,07078,Summit,New Jersey,United States,
Calvary Chapel Tri-Cities,10611,W. Clearwater Ave,99336,Kennewick,WA,US,us
,500,Ala Moana Blvd,96813,Honolulu,HI,US,us
Atria Bay Shore,53,Ocean Avenue,11706,Bay Shore,NY,,
Entrada,453,13Th Street,92101,San Diego,CA,,
"Cardiel Cannabis - Sunland Park, NM 88063",1685,Mcnutt Rd,88063,Sunland Park,NM,US,us
"Candlewood Suites Macon, an IHG Hotel",3957,River Place Drive,,Macon,,US,us
,13429,Interstate 20 W,75706,Tyler,TX,,
,5,Hugenottenplatz,91054,Erlangen,Bayern,DE,de
Boston Pizza,2500,Box Springs Blvd Nw,T1C 0C8,Medicine Hat,AB,,
Hotel Metropol by Maier Privathotels,7,Mittererstraße,80336,München,Bayern,Deutschland,
,30,Zum Suhrfeld,21220,Seevetal-Ohlendorf,Niedersachsen,,
,107,Merseburger Straße,04177,Leipzig,Sachsen,Deutschland,
,391,North Main Street,03784,Lebanon,NH,United States,
Thrifty,8,Bildshofdi,110,Reykjavik,Capital Region,Iceland,
,4076,East Avenue,94550,Livermore,CA,,
,2550,W Union Hills Dr,85027,Phoenix,AZ,USA,
Peters Jens,65,Bahnhofstr.,25782,Tellingstedt,,,
Hard Rock Hotel Davos,2,Tobelmühlestrasse,7270,Davos,Grisonia,Suiza,
,2,Watermolenweg,4191,Geldermalsen,Gelderland,Niederlande,
Buffalo Wild Wings,5275,Va-7 B,22041,Bailey's Crossroads,Virginia,United States,
West Towne Clinic Urgent Care Clinic,7102,Mineral Point Rd,53717,Madison,Wisconsin,,
,44,Kleine Houtstraat,2011 DN,Haarlem,,Netherlands,
,744,San Antonio Road,94303,Palo Alto,CA,,
,2400,Sw Golden Bear Way,34990,Palm City,FL,,
,552,Columbia St,V3L 1B1,NEW WESTMINSTER,BC,,
Restaurant L’Escale Gourmande,44,Grande Rue,25170,RECOLOGNE,,,
,909,3Rd Street,95814,薩克拉門托,加利福尼亞州,美國,
The Colony Hotel,140,Ocean Avenue,04046,Kennebunkport,Maine,United States,
,145,Schulenburger Landstr.,30165,Hannover,Niedersachsen,DE,de
Online Pharmacy Scam | Cottonwood Tucson,4110,West Sweetwater Drive,85745,Tucson,AZ,US,us
Radisson Hotel Fort Worth North-Fossil Creek,2540,Meacham Boulevard,76106,Fort Worth,Texas,United States,
Enoch Turner Schoolhouse,106,Trinity St,,Toronto,ON,CA,ca
,4,Steinerkirchner Straße,4642,Sattledt,,,
,10,Jázmin U.,1083,Budapest,,,
Byron Police Department,232,West 2Nd Street,61010,Byron,IL,US,us
,82,Oceanport Ave,07739,Little Silver,NJ,USA,
Classic Hotel,61,Rruga Sulejman Delvina,1022,Tirana,Tirane,Albania,
Park Grand London Heathrow,449,Great West Road,TW5 0BU,Hounslow,England,United Kingdom,
,759,Columbia Turnpike,12061,EAST GREENBUSH,New York,,
‪Hotel Restaurant Kugel‬,17,Kirchenstr.,54294,‪Trier‬,راينلاند بالاتينات,ألمانيا,
Hard Rock Hotel and Casino,777,West Cherokee Street,74015,Catoosa,OK,,
Hotel La Rosetta,19,Piazza Italia,06121,Perugia,Perugia,Italia,
Edward Carter Funeral Director,15,Newbury Street,OX12 8BU,Wantage,,UK,uk
Broadmoor World Arena,3185,Venetucci Blvd.,80906,Colorado Springs,CO,US,us
,77,Warren Street,02135,Brighton,MA,,
"Weingut Peter Stübinger, Leinsweiler",12,Hauptstraße,76829 ,Leinsweiler,,,
,3414,Governors Dr Sw,35805,Huntsville,AL,,
Best Western Plus  Port of Camas-Washougal Convention Center,121,S 2Nd Street,98671,Washougal,,United States,
,24,Via Luciano Morganti,20099,Sesto San Giovanni,,,
,2919,N. Litchfield Rd.,85395,Goodyear,AZ,,
,12,Viale Vittorio Emanuele Ii,24121,Bergamo,Lombardia,,
Exchange,72-73,Old Market,BS2 0EJ,Bristol,,,
Brooksville Country Club,23446,Links Drive,34601,Brooksville,FL,United States,
Wähling Jan Bestattungsinstitut,10,Kuhberg,25355,Barmstedt,,,
,1,Anni-Albers-Platz,,Bottrop,Bottrop,,
,1,Industriestraße,92360,Mühlhausen,Bayern,DE,de
,22,Kaiserstraße,90403,Νυρεμβέργη,Bavaria,Γερμανία,
Life Storage,700,Mountain Rd,06010,Bristol,Connecticut,USA,
Days Inn By Wyndham Batavia Oh,2188,Winemiller Lane,45103,batavia,OH,US,us
,8349,Folsom Blvd,95826,Sacramento,CA,US,us
Pane Bianco Central,4404,N Central Ave,85012,Phoenix,AZ,US,us
,3250,Clear Lake Ave,62702,Springfield,IL,US,us
Royal Room,5000,Rainier Ave S,98118,Seattle,WA,United States,
Atisha Cocktail & Shisha Lounge,5,An Der Münze,41460,Neuss,Nordrhein-Westfalen,,
Hotel Holiday Thun,1,Gwattstrasse,3604,Thun,,,
Pangea Groves,5018,Lemans Dr,,Indianapolis,,,
,35,Montauk Highway,11968,Southampton,New York,,
,333,Hempstead Ave # B,11565,Malverne,NY,USA,
American Airlines Center,2500,Victory Ave.,75219,Dallas,TX,US,us
Meijer Sandusky,4702,Milan Rd,44870,Sandusky,OH,,
,27,Carrer Cervantes,07820,San Antonio de Portmany,Ibiza,España,
,1419,W Pine St,99362,Walla Walla,WA,,
,265,Parramatta Road,2144,Auburn,,au,au
,198,Central Ave,10607,White Plains,NY,United States of America,
,4,Richard-Bullinger-Straße,73525,Schwäbisch Gmünd,BW,de,de
,165,Capitol Avenue,06106,hartford,connecticut,,
Temple Sinai,1,Community Rd.,01945,Marblehead,MA,United States,
Best Western La Place Inn,4289,Main St,70068,LaPlace,Louisiane,États-Unis,
Premier Inn Freiburg City Süd hotel,19,Heinrich-Von-Stephan-Straße,79100,Freiburg,Baden-Württemberg,Deutschland,
Noz - Pamiers,11,Rue André Citroën,09100,Pamiers,,,
,23,Tesselschadestraat,1054 ET,", Amsterdam",Noord-Holland,NL,nl
,7,Rue De La Chaine,67000,Strasbourg,Bas-Rhin,Pháp,
Comfort Inn Dekalb Adjacent The Un,1314,West Lincoln Highway,60115,dekalb,IL,US,us
,39,Seestrasse,8700,Küsnacht,,CH,ch
Jacklin Arts & Cultural Center,405,North William Street,83854,Post Falls,Idaho,US,us
,1661,W Henderson St,76033,Cleburne,TX,,
Calypso Theater,4,Markt,,Wijk bij Duurstede,,Netherlands,
City of Newton - Public Schools - Administrative Offices Education Center - Accounts Payable,100,Walnut St,,Newton,MA,,
,8,Landshuter Str.,84061,Ergoldsbach,Bayern,DE,de
Weingut Waalem,11,Grevelingstieg,25938,Nieblum,,Deutschland,
,7840,Firestone Blvd,90241,Downey,California,US,us
Schloss Brunnwald,5,Brunnwald,4191,Vorderweißenbach,,,
,48-52,Faulenstraße,28195,Bremen,,,
Cross Insurance,1100,Elm Street,03101,Manchester,NH,,
Gulf Remda-Teichel,2,Hauptstr.,07407,Rudolstadt,,,
The New School,66,West 12Th Street,10011,New York,NY,US,us
,519,Division Street South,55057,Northfield,Minnesota,United States,
,2155,W Colonial Dr,32804,Orlando,FL,USA,
Tulane University,6823,St. Charles Avenue,70118,New Orleans,LA,,
Torre al Sur Hostel,855,Gobernador Felix Paz,9410,Ushuaia,Tierra del Fuego,Argentina,
,6,Eckenweiherstrasse,75417,Mühlacker,,,
National Museum of Mexican Art,1852,W 19Th St,60608,Chicago,IL,United States,
,,,91201,Glendale,California,USA,
Copythek Ankele | Copyshop Siegen,23,Glückaufstr.,57076,Siegen,,,
,12,Lederergasse,9500,Villach,,,
,2,Industriestr.,07937,Zeulenroda-Triebes,,,
,2525,Fort Campbell Blvd,42240,"Hopkinsville,",KY,,
JFK University Medical Center,65,James St,08820,Edison,NJ,,
Fair Play Casino Maarssen,29,Kaatsbaan,3601EB,Maarssen,Utrecht,Nederland,
,9,De Flinesstraat,1114 AL,Amsterdam,Noord Holland,Nederland,
,4,Siemensstraße,97616,Bad Neustadt an der Saale,Bayern,DE,de
,257,Trojan Rd,24572,Madison Heights,VA,,
Malloy Ford,2070,Seminole Trl,22901,Charlottesville,VA,,
,10402,Sepulveda Blvd,91345,Mission Hills,CA,,
,1,Wohnpark Kreuz,78073,Bad Dürrheim,,,
,811,N 8Th St,53081,Sheboygan,WI,UNITED STATES,
,28,Neustadt,35390,Gießen,,,
Les Chambons,37,Rue Des Chambons,36200,ARGENTON-SUR-CREUSE,,FR,fr
Office Martinet Hugues - Chambéry,24,Rue Commandant Perceval,73000,Chambéry,,,
,3,Via Gerolamo Borgazzi,20900,Monza,Monza e Brianza,IT,it
Avis,501,South 20Th Street,68102,Omaha,Nebraska,Yhdysvallat,
,64,Gedempte Zuiderdiep,,Groningen,,NL,nl
